nim,kode,grup,kembali,absen,no,semester,th_ajaran
01082180,FI2083,A,25/08/2014 10:36,A,1,GASAL,2014/2015
01082183,FI2083,A,25/08/2014 10:36,A,2,GASAL,2014/2015
01102311,FI2083,A,25/08/2014 10:36,A,3,GASAL,2014/2015
01110009,FI2083,A,25/08/2014 10:36,H,4,GASAL,2014/2015
01120006,FI2083,A,25/08/2014 10:36,H,5,GASAL,2014/2015
01120007,FI2083,A,25/08/2014 10:36,H,6,GASAL,2014/2015
01120016,FI2083,A,25/08/2014 10:36,H,7,GASAL,2014/2015
01120017,FI2083,A,25/08/2014 10:36,H,8,GASAL,2014/2015
01120024,FI2083,A,25/08/2014 10:36,H,9,GASAL,2014/2015
01120025,FI2083,A,25/08/2014 10:36,H,10,GASAL,2014/2015
01120042,FI2083,A,25/08/2014 10:36,A,11,GASAL,2014/2015
01072107,FI4023,A,25/08/2014 10:39,H,1,GASAL,2014/2015
01110001,FI4023,A,25/08/2014 10:39,H,2,GASAL,2014/2015
01110003,FI4023,A,25/08/2014 10:39,H,3,GASAL,2014/2015
01110004,FI4023,A,25/08/2014 10:39,H,4,GASAL,2014/2015
01110005,FI4023,A,25/08/2014 10:39,H,5,GASAL,2014/2015
01110007,FI4023,B,25/08/2014 10:39,H,6,GASAL,2014/2015
01110008,FI4023,B,25/08/2014 10:39,H,7,GASAL,2014/2015
01110010,FI4023,B,25/08/2014 10:39,H,8,GASAL,2014/2015
01110011,FI4023,B,25/08/2014 10:39,H,9,GASAL,2014/2015
01110013,FI4023,A,25/08/2014 10:39,H,10,GASAL,2014/2015
01110014,FI4023,A,25/08/2014 10:39,A,11,GASAL,2014/2015
01110015,FI4023,A,25/08/2014 10:39,H,12,GASAL,2014/2015
01110016,FI4023,A,25/08/2014 10:39,H,13,GASAL,2014/2015
01110017,FI4023,A,25/08/2014 10:39,A,14,GASAL,2014/2015
01110018,FI4023,A,25/08/2014 10:39,H,15,GASAL,2014/2015
01110020,FI4023,A,25/08/2014 10:39,H,16,GASAL,2014/2015
01110021,FI4023,A,25/08/2014 10:39,H,17,GASAL,2014/2015
01110022,FI4023,A,25/08/2014 10:39,H,18,GASAL,2014/2015
01110023,FI4023,A,25/08/2014 10:39,H,19,GASAL,2014/2015
01110024,FI4023,A,25/08/2014 10:39,H,20,GASAL,2014/2015
01110025,FI4023,A,25/08/2014 10:39,H,21,GASAL,2014/2015
01110026,FI4023,A,25/08/2014 10:39,H,22,GASAL,2014/2015
01110028,FI4023,A,25/08/2014 10:39,H,23,GASAL,2014/2015
01110029,FI4023,B,25/08/2014 10:39,H,24,GASAL,2014/2015
01110030,FI4023,B,25/08/2014 10:39,H,25,GASAL,2014/2015
01110032,FI4023,B,25/08/2014 10:39,H,26,GASAL,2014/2015
01110033,FI4023,B,25/08/2014 10:39,H,27,GASAL,2014/2015
01110034,FI4023,A,25/08/2014 10:39,H,28,GASAL,2014/2015
01110035,FI4023,B,25/08/2014 10:39,H,29,GASAL,2014/2015
01110036,FI4023,A,25/08/2014 10:39,H,30,GASAL,2014/2015
01110037,FI4023,A,25/08/2014 10:39,H,31,GASAL,2014/2015
01110038,FI4023,A,25/08/2014 10:39,H,32,GASAL,2014/2015
01110039,FI4023,A,25/08/2014 10:39,H,33,GASAL,2014/2015
01110040,FI4023,A,25/08/2014 10:39,H,34,GASAL,2014/2015
01110041,FI4023,A,25/08/2014 10:39,H,35,GASAL,2014/2015
01110042,FI4023,B,25/08/2014 10:39,H,36,GASAL,2014/2015
01120010,FI4023,A,25/08/2014 10:39,H,37,GASAL,2014/2015
01120028,FI4023,A,25/08/2014 10:39,A,38,GASAL,2014/2015
01130024,FI3013,A,25/08/2014 12:23,H,1,GASAL,2014/2015
01140001,FI3013,A,25/08/2014 12:23,H,2,GASAL,2014/2015
01140002,FI3013,A,25/08/2014 12:23,H,3,GASAL,2014/2015
01140003,FI3013,A,25/08/2014 12:23,H,4,GASAL,2014/2015
01140004,FI3013,A,25/08/2014 12:23,H,5,GASAL,2014/2015
01140005,FI3013,A,25/08/2014 12:23,H,6,GASAL,2014/2015
01140006,FI3013,A,25/08/2014 12:23,H,7,GASAL,2014/2015
01140007,FI3013,A,25/08/2014 12:23,H,8,GASAL,2014/2015
01140008,FI3013,A,25/08/2014 12:23,H,9,GASAL,2014/2015
01140009,FI3013,A,25/08/2014 12:23,H,10,GASAL,2014/2015
01140010,FI3013,A,25/08/2014 12:23,H,11,GASAL,2014/2015
01140011,FI3013,A,25/08/2014 12:23,H,12,GASAL,2014/2015
01140012,FI3013,A,25/08/2014 12:23,H,13,GASAL,2014/2015
01140013,FI3013,A,25/08/2014 12:23,H,14,GASAL,2014/2015
01140014,FI3013,A,25/08/2014 12:23,H,15,GASAL,2014/2015
01140015,FI3013,A,25/08/2014 12:23,H,16,GASAL,2014/2015
01140016,FI3013,A,25/08/2014 12:23,H,17,GASAL,2014/2015
01140017,FI3013,A,25/08/2014 12:23,H,18,GASAL,2014/2015
01140018,FI3013,A,25/08/2014 12:23,H,19,GASAL,2014/2015
01140019,FI3013,A,25/08/2014 12:23,H,20,GASAL,2014/2015
01140020,FI3013,A,25/08/2014 12:23,H,21,GASAL,2014/2015
01140021,FI3013,A,25/08/2014 12:23,H,22,GASAL,2014/2015
01140022,FI3013,A,25/08/2014 12:23,H,23,GASAL,2014/2015
01140023,FI3013,A,25/08/2014 12:23,H,24,GASAL,2014/2015
01140024,FI3013,A,25/08/2014 12:23,H,25,GASAL,2014/2015
01140025,FI3013,A,25/08/2014 12:23,H,26,GASAL,2014/2015
01140026,FI3013,A,25/08/2014 12:23,H,27,GASAL,2014/2015
01140027,FI3013,A,25/08/2014 12:23,H,28,GASAL,2014/2015
01140028,FI3013,A,25/08/2014 12:23,H,29,GASAL,2014/2015
01140029,FI3013,A,25/08/2014 12:23,H,30,GASAL,2014/2015
01140030,FI3013,A,25/08/2014 12:23,H,31,GASAL,2014/2015
01140031,FI3013,A,25/08/2014 12:23,H,32,GASAL,2014/2015
01140032,FI3013,A,25/08/2014 12:23,H,33,GASAL,2014/2015
01140033,FI3013,A,25/08/2014 12:23,H,34,GASAL,2014/2015
01140034,FI3013,A,25/08/2014 12:23,H,35,GASAL,2014/2015
01140035,FI3013,A,25/08/2014 12:23,H,36,GASAL,2014/2015
01140036,FI3013,A,25/08/2014 12:23,H,37,GASAL,2014/2015
01140037,FI3013,A,25/08/2014 12:23,H,38,GASAL,2014/2015
01140038,FI3013,A,25/08/2014 12:23,H,39,GASAL,2014/2015
01140039,FI3013,A,25/08/2014 12:23,H,40,GASAL,2014/2015
01140040,FI3013,A,25/08/2014 12:23,H,41,GASAL,2014/2015
01140041,FI3013,A,25/08/2014 12:23,H,42,GASAL,2014/2015
01140042,FI3013,A,25/08/2014 12:23,H,43,GASAL,2014/2015
01140043,FI3013,A,25/08/2014 12:23,H,44,GASAL,2014/2015
01140044,FI3013,A,25/08/2014 12:23,H,45,GASAL,2014/2015
01140045,FI3013,A,25/08/2014 12:23,H,46,GASAL,2014/2015
01140046,FI3013,A,25/08/2014 12:23,H,47,GASAL,2014/2015
01140011,FI2033,A,25/08/2014 13:41,H,1,GASAL,2014/2015
01140012,FI2033,A,25/08/2014 13:41,H,2,GASAL,2014/2015
01140013,FI2033,A,25/08/2014 13:41,H,3,GASAL,2014/2015
01140014,FI2033,A,25/08/2014 13:41,H,4,GASAL,2014/2015
01140015,FI2033,A,25/08/2014 13:41,H,5,GASAL,2014/2015
01140016,FI2033,A,25/08/2014 13:41,H,6,GASAL,2014/2015
01140017,FI2033,A,25/08/2014 13:41,H,7,GASAL,2014/2015
01140018,FI2033,A,25/08/2014 13:41,H,8,GASAL,2014/2015
01140019,FI2033,A,25/08/2014 13:41,H,9,GASAL,2014/2015
01140020,FI2033,A,25/08/2014 13:41,H,10,GASAL,2014/2015
01140021,FI2033,A,25/08/2014 13:41,H,11,GASAL,2014/2015
01140030,FI2033,A,25/08/2014 13:41,H,12,GASAL,2014/2015
01140031,FI2033,A,25/08/2014 13:41,H,13,GASAL,2014/2015
01140032,FI2033,A,25/08/2014 13:41,H,14,GASAL,2014/2015
01140033,FI2033,A,25/08/2014 13:41,H,15,GASAL,2014/2015
01140034,FI2033,A,25/08/2014 13:41,H,16,GASAL,2014/2015
01140035,FI2033,A,25/08/2014 13:41,H,17,GASAL,2014/2015
01140036,FI2033,A,25/08/2014 13:41,H,18,GASAL,2014/2015
01140038,FI2033,A,25/08/2014 13:41,H,19,GASAL,2014/2015
01140040,FI2033,A,25/08/2014 13:41,H,20,GASAL,2014/2015
01140043,FI2033,A,25/08/2014 13:41,H,21,GASAL,2014/2015
01140044,FI2033,A,25/08/2014 13:41,H,22,GASAL,2014/2015
01140046,FI2033,A,25/08/2014 13:41,H,23,GASAL,2014/2015
01140011,FI2033,A,25/08/2014 13:42,H,1,GASAL,2014/2015
01140012,FI2033,A,25/08/2014 13:42,H,2,GASAL,2014/2015
01140013,FI2033,A,25/08/2014 13:42,H,3,GASAL,2014/2015
01140014,FI2033,A,25/08/2014 13:42,H,4,GASAL,2014/2015
01140015,FI2033,A,25/08/2014 13:42,H,5,GASAL,2014/2015
01140016,FI2033,A,25/08/2014 13:42,H,6,GASAL,2014/2015
01140017,FI2033,A,25/08/2014 13:42,H,7,GASAL,2014/2015
01140018,FI2033,A,25/08/2014 13:42,H,8,GASAL,2014/2015
01140019,FI2033,A,25/08/2014 13:42,H,9,GASAL,2014/2015
01140020,FI2033,A,25/08/2014 13:42,H,10,GASAL,2014/2015
01140021,FI2033,A,25/08/2014 13:42,H,11,GASAL,2014/2015
01140030,FI2033,A,25/08/2014 13:42,H,12,GASAL,2014/2015
01140031,FI2033,A,25/08/2014 13:42,H,13,GASAL,2014/2015
01140032,FI2033,A,25/08/2014 13:42,H,14,GASAL,2014/2015
01140033,FI2033,A,25/08/2014 13:42,H,15,GASAL,2014/2015
01140034,FI2033,A,25/08/2014 13:42,H,16,GASAL,2014/2015
01140035,FI2033,A,25/08/2014 13:42,H,17,GASAL,2014/2015
01140036,FI2033,A,25/08/2014 13:42,H,18,GASAL,2014/2015
01140038,FI2033,A,25/08/2014 13:42,H,19,GASAL,2014/2015
01140040,FI2033,A,25/08/2014 13:42,H,20,GASAL,2014/2015
01140043,FI2033,A,25/08/2014 13:42,H,21,GASAL,2014/2015
01140044,FI2033,A,25/08/2014 13:42,H,22,GASAL,2014/2015
01140046,FI2033,A,25/08/2014 13:42,H,23,GASAL,2014/2015
01130001,FI2022,A,25/08/2014 13:43,H,1,GASAL,2014/2015
01130004,FI2022,B,25/08/2014 13:43,H,2,GASAL,2014/2015
01130005,FI2022,A,25/08/2014 13:43,H,3,GASAL,2014/2015
01130006,FI2022,B,25/08/2014 13:43,H,4,GASAL,2014/2015
01130007,FI2022,A,25/08/2014 13:43,H,5,GASAL,2014/2015
01130008,FI2022,B,25/08/2014 13:43,H,6,GASAL,2014/2015
01130009,FI2022,A,25/08/2014 13:43,H,7,GASAL,2014/2015
01130010,FI2022,B,25/08/2014 13:43,H,8,GASAL,2014/2015
01130011,FI2022,A,25/08/2014 13:43,H,9,GASAL,2014/2015
01130012,FI2022,B,25/08/2014 13:43,H,10,GASAL,2014/2015
01130013,FI2022,A,25/08/2014 13:43,H,11,GASAL,2014/2015
01130014,FI2022,B,25/08/2014 13:43,H,12,GASAL,2014/2015
01130015,FI2022,A,25/08/2014 13:43,H,13,GASAL,2014/2015
01130016,FI2022,B,25/08/2014 13:43,H,14,GASAL,2014/2015
01130017,FI2022,A,25/08/2014 13:43,H,15,GASAL,2014/2015
01130019,FI2022,B,25/08/2014 13:43,H,16,GASAL,2014/2015
01130021,FI2022,A,25/08/2014 13:43,H,17,GASAL,2014/2015
01130023,FI2022,B,25/08/2014 13:43,H,18,GASAL,2014/2015
01130025,FI2022,B,25/08/2014 13:43,H,19,GASAL,2014/2015
01130026,FI2022,A,25/08/2014 13:43,H,20,GASAL,2014/2015
01130027,FI2022,B,25/08/2014 13:43,H,21,GASAL,2014/2015
01130028,FI2022,A,25/08/2014 13:43,H,22,GASAL,2014/2015
01130031,FI2022,B,25/08/2014 13:43,H,23,GASAL,2014/2015
01130032,FI2022,A,25/08/2014 13:43,H,24,GASAL,2014/2015
01130033,FI2022,B,25/08/2014 13:43,H,25,GASAL,2014/2015
01130035,FI2022,A,25/08/2014 13:43,H,26,GASAL,2014/2015
01130037,FI2022,B,25/08/2014 13:43,H,27,GASAL,2014/2015
01130038,FI2022,A,25/08/2014 13:43,A,28,GASAL,2014/2015
01130039,FI2022,B,25/08/2014 13:43,H,29,GASAL,2014/2015
01130040,FI2022,A,25/08/2014 13:43,H,30,GASAL,2014/2015
01130041,FI2022,B,25/08/2014 13:43,H,31,GASAL,2014/2015
01130042,FI2022,A,25/08/2014 13:43,H,32,GASAL,2014/2015
01130043,FI2022,B,25/08/2014 13:43,H,33,GASAL,2014/2015
01130044,FI2022,A,25/08/2014 13:43,H,34,GASAL,2014/2015
01130045,FI2022,B,25/08/2014 13:43,H,35,GASAL,2014/2015
01130046,FI2022,A,25/08/2014 13:43,H,36,GASAL,2014/2015
01130047,FI2022,B,25/08/2014 13:43,H,37,GASAL,2014/2015
01130049,FI2022,A,25/08/2014 13:43,H,38,GASAL,2014/2015
01130050,FI2022,B,25/08/2014 13:43,H,39,GASAL,2014/2015
01130051,FI2022,A,25/08/2014 13:43,H,40,GASAL,2014/2015
01130052,FI2022,B,25/08/2014 13:43,H,41,GASAL,2014/2015
01130053,FI2022,A,25/08/2014 13:43,H,42,GASAL,2014/2015
01130054,FI2022,B,25/08/2014 13:43,H,43,GASAL,2014/2015
01130055,FI2022,A,25/08/2014 13:43,H,44,GASAL,2014/2015
01130056,FI2022,B,25/08/2014 13:43,H,45,GASAL,2014/2015
01130058,FI2022,A,25/08/2014 13:43,H,46,GASAL,2014/2015
01130059,FI2022,B,25/08/2014 13:43,H,47,GASAL,2014/2015
01102278,FI6063,A,25/08/2014 13:46,H,1,GASAL,2014/2015
01102290,FI6063,A,25/08/2014 13:46,H,2,GASAL,2014/2015
01110003,FI6063,A,25/08/2014 13:46,H,3,GASAL,2014/2015
01110004,FI6063,A,25/08/2014 13:46,H,4,GASAL,2014/2015
01110007,FI6063,A,25/08/2014 13:46,H,5,GASAL,2014/2015
01110013,FI6063,A,25/08/2014 13:46,H,6,GASAL,2014/2015
01110020,FI6063,A,25/08/2014 13:46,H,7,GASAL,2014/2015
01110021,FI6063,A,25/08/2014 13:46,H,8,GASAL,2014/2015
01110025,FI6063,A,25/08/2014 13:46,H,9,GASAL,2014/2015
01110028,FI6063,A,25/08/2014 13:46,H,10,GASAL,2014/2015
01110038,FI6063,A,25/08/2014 13:46,H,11,GASAL,2014/2015
01110039,FI6063,A,25/08/2014 13:46,H,12,GASAL,2014/2015
01130024,FI2044,A,25/08/2014 14:44,H,1,GASAL,2014/2015
01140001,FI2044,A,25/08/2014 14:44,H,2,GASAL,2014/2015
01140002,FI2044,A,25/08/2014 14:44,H,3,GASAL,2014/2015
01140003,FI2044,A,25/08/2014 14:44,H,4,GASAL,2014/2015
01140004,FI2044,A,25/08/2014 14:44,H,5,GASAL,2014/2015
01140005,FI2044,A,25/08/2014 14:44,H,6,GASAL,2014/2015
01140006,FI2044,A,25/08/2014 14:44,H,7,GASAL,2014/2015
01140007,FI2044,A,25/08/2014 14:44,H,8,GASAL,2014/2015
01140008,FI2044,A,25/08/2014 14:44,H,9,GASAL,2014/2015
01140009,FI2044,A,25/08/2014 14:44,H,10,GASAL,2014/2015
01140010,FI2044,A,25/08/2014 14:44,H,11,GASAL,2014/2015
01140011,FI2044,A,25/08/2014 14:44,H,12,GASAL,2014/2015
01140012,FI2044,A,25/08/2014 14:44,H,13,GASAL,2014/2015
01140013,FI2044,A,25/08/2014 14:44,H,14,GASAL,2014/2015
01140014,FI2044,A,25/08/2014 14:44,H,15,GASAL,2014/2015
01140015,FI2044,A,25/08/2014 14:44,H,16,GASAL,2014/2015
01140016,FI2044,A,25/08/2014 14:44,H,17,GASAL,2014/2015
01140017,FI2044,A,25/08/2014 14:44,H,18,GASAL,2014/2015
01140018,FI2044,A,25/08/2014 14:44,H,19,GASAL,2014/2015
01140019,FI2044,A,25/08/2014 14:44,H,20,GASAL,2014/2015
01140020,FI2044,A,25/08/2014 14:44,H,21,GASAL,2014/2015
01140021,FI2044,A,25/08/2014 14:44,H,22,GASAL,2014/2015
01140022,FI2044,A,25/08/2014 14:44,H,23,GASAL,2014/2015
01140023,FI2044,A,25/08/2014 14:44,H,24,GASAL,2014/2015
01140024,FI2044,A,25/08/2014 14:44,H,25,GASAL,2014/2015
01140025,FI2044,A,25/08/2014 14:44,H,26,GASAL,2014/2015
01140026,FI2044,A,25/08/2014 14:44,H,27,GASAL,2014/2015
01140027,FI2044,A,25/08/2014 14:44,H,28,GASAL,2014/2015
01140028,FI2044,A,25/08/2014 14:44,H,29,GASAL,2014/2015
01140029,FI2044,A,25/08/2014 14:44,H,30,GASAL,2014/2015
01140030,FI2044,A,25/08/2014 14:44,H,31,GASAL,2014/2015
01140031,FI2044,A,25/08/2014 14:44,H,32,GASAL,2014/2015
01140032,FI2044,A,25/08/2014 14:44,H,33,GASAL,2014/2015
01140033,FI2044,A,25/08/2014 14:44,H,34,GASAL,2014/2015
01140034,FI2044,A,25/08/2014 14:44,H,35,GASAL,2014/2015
01140035,FI2044,A,25/08/2014 14:44,H,36,GASAL,2014/2015
01140036,FI2044,A,25/08/2014 14:44,H,37,GASAL,2014/2015
01140037,FI2044,A,25/08/2014 14:44,H,38,GASAL,2014/2015
01140038,FI2044,A,25/08/2014 14:44,H,39,GASAL,2014/2015
01140039,FI2044,A,25/08/2014 14:44,H,40,GASAL,2014/2015
01140040,FI2044,A,25/08/2014 14:44,H,41,GASAL,2014/2015
01140041,FI2044,A,25/08/2014 14:44,H,42,GASAL,2014/2015
01140042,FI2044,A,25/08/2014 14:44,H,43,GASAL,2014/2015
01140043,FI2044,A,25/08/2014 14:44,H,44,GASAL,2014/2015
01140044,FI2044,A,25/08/2014 14:44,A,45,GASAL,2014/2015
01140045,FI2044,A,25/08/2014 14:44,H,46,GASAL,2014/2015
01140046,FI2044,A,25/08/2014 14:44,H,47,GASAL,2014/2015
01110009,FI1053,A,25/08/2014 15:58,H,1,GASAL,2014/2015
01120001,FI1053,A,25/08/2014 15:58,H,2,GASAL,2014/2015
01120004,FI1053,A,25/08/2014 15:58,H,3,GASAL,2014/2015
01120005,FI1053,A,25/08/2014 15:58,H,4,GASAL,2014/2015
01120006,FI1053,A,25/08/2014 15:58,H,5,GASAL,2014/2015
01120007,FI1053,A,25/08/2014 15:58,H,6,GASAL,2014/2015
01120008,FI1053,A,25/08/2014 15:58,H,7,GASAL,2014/2015
01120009,FI1053,A,25/08/2014 15:58,H,8,GASAL,2014/2015
01120010,FI1053,A,25/08/2014 15:58,H,9,GASAL,2014/2015
01120011,FI1053,A,25/08/2014 15:58,H,10,GASAL,2014/2015
01120012,FI1053,A,25/08/2014 15:58,H,11,GASAL,2014/2015
01120013,FI1053,A,25/08/2014 15:58,H,12,GASAL,2014/2015
01120014,FI1053,A,25/08/2014 15:58,H,13,GASAL,2014/2015
01120015,FI1053,A,25/08/2014 15:58,H,14,GASAL,2014/2015
01120016,FI1053,A,25/08/2014 15:58,H,15,GASAL,2014/2015
01120017,FI1053,A,25/08/2014 15:58,H,16,GASAL,2014/2015
01120018,FI1053,A,25/08/2014 15:58,H,17,GASAL,2014/2015
01120019,FI1053,A,25/08/2014 15:58,A,18,GASAL,2014/2015
01120020,FI1053,A,25/08/2014 15:58,H,19,GASAL,2014/2015
01120021,FI1053,A,25/08/2014 15:58,H,20,GASAL,2014/2015
01120022,FI1053,A,25/08/2014 15:58,H,21,GASAL,2014/2015
01120023,FI1053,A,25/08/2014 15:58,H,22,GASAL,2014/2015
01120024,FI1053,A,25/08/2014 15:58,H,23,GASAL,2014/2015
01120025,FI1053,A,25/08/2014 15:58,H,24,GASAL,2014/2015
01120026,FI1053,A,25/08/2014 15:58,H,25,GASAL,2014/2015
01120028,FI1053,A,25/08/2014 15:58,A,26,GASAL,2014/2015
01120029,FI1053,A,25/08/2014 15:58,H,27,GASAL,2014/2015
01120030,FI1053,A,25/08/2014 15:58,A,28,GASAL,2014/2015
01120031,FI1053,A,25/08/2014 15:58,H,29,GASAL,2014/2015
01120032,FI1053,A,25/08/2014 15:58,H,30,GASAL,2014/2015
01120033,FI1053,A,25/08/2014 15:58,H,31,GASAL,2014/2015
01120034,FI1053,A,25/08/2014 15:58,H,32,GASAL,2014/2015
01120036,FI1053,A,25/08/2014 15:58,H,33,GASAL,2014/2015
01120037,FI1053,A,25/08/2014 15:58,H,34,GASAL,2014/2015
01120038,FI1053,A,25/08/2014 15:58,H,35,GASAL,2014/2015
01120039,FI1053,A,25/08/2014 15:58,H,36,GASAL,2014/2015
01120040,FI1053,A,25/08/2014 15:58,H,37,GASAL,2014/2015
01120041,FI1053,A,25/08/2014 15:58,H,38,GASAL,2014/2015
01120042,FI1053,A,25/08/2014 15:58,A,39,GASAL,2014/2015
01120043,FI1053,A,25/08/2014 15:58,H,40,GASAL,2014/2015
01120044,FI1053,A,25/08/2014 15:58,H,41,GASAL,2014/2015
01120045,FI1053,A,25/08/2014 15:58,H,42,GASAL,2014/2015
01120046,FI1053,A,25/08/2014 15:58,H,43,GASAL,2014/2015
01120048,FI1053,A,25/08/2014 15:58,H,44,GASAL,2014/2015
01052011,FI6223,A,25/08/2014 17:08,H,1,GASAL,2014/2015
01092223,FI6223,A,25/08/2014 17:08,H,2,GASAL,2014/2015
01092234,FI6223,A,25/08/2014 17:08,H,3,GASAL,2014/2015
01110005,FI6223,A,25/08/2014 17:08,H,4,GASAL,2014/2015
01110014,FI6223,A,25/08/2014 17:08,H,5,GASAL,2014/2015
01110016,FI6223,A,25/08/2014 17:08,H,6,GASAL,2014/2015
01110026,FI6223,A,25/08/2014 17:08,H,7,GASAL,2014/2015
01110032,FI6223,A,25/08/2014 17:08,H,8,GASAL,2014/2015
01110034,FI6223,A,25/08/2014 17:08,H,9,GASAL,2014/2015
01110040,FI6223,A,25/08/2014 17:08,H,10,GASAL,2014/2015
01130001,FI5083,A,26/08/2014 13:17,H,1,GASAL,2014/2015
01130002,FI5083,A,26/08/2014 13:17,H,2,GASAL,2014/2015
01130003,FI5083,A,26/08/2014 13:17,H,3,GASAL,2014/2015
01130004,FI5083,A,26/08/2014 13:17,H,4,GASAL,2014/2015
01130005,FI5083,A,26/08/2014 13:17,H,5,GASAL,2014/2015
01130006,FI5083,A,26/08/2014 13:17,H,6,GASAL,2014/2015
01130007,FI5083,A,26/08/2014 13:17,H,7,GASAL,2014/2015
01130008,FI5083,A,26/08/2014 13:17,H,8,GASAL,2014/2015
01130009,FI5083,A,26/08/2014 13:17,H,9,GASAL,2014/2015
01130010,FI5083,A,26/08/2014 13:17,H,10,GASAL,2014/2015
01130011,FI5083,A,26/08/2014 13:17,H,11,GASAL,2014/2015
01130012,FI5083,A,26/08/2014 13:17,H,12,GASAL,2014/2015
01130013,FI5083,A,26/08/2014 13:17,H,13,GASAL,2014/2015
01130014,FI5083,A,26/08/2014 13:17,H,14,GASAL,2014/2015
01130015,FI5083,A,26/08/2014 13:17,H,15,GASAL,2014/2015
01130016,FI5083,A,26/08/2014 13:17,H,16,GASAL,2014/2015
01130017,FI5083,A,26/08/2014 13:17,H,17,GASAL,2014/2015
01130018,FI5083,A,26/08/2014 13:17,H,18,GASAL,2014/2015
01130019,FI5083,A,26/08/2014 13:17,H,19,GASAL,2014/2015
01130020,FI5083,A,26/08/2014 13:17,H,20,GASAL,2014/2015
01130021,FI5083,A,26/08/2014 13:17,H,21,GASAL,2014/2015
01130022,FI5083,A,26/08/2014 13:17,H,22,GASAL,2014/2015
01130023,FI5083,A,26/08/2014 13:17,H,23,GASAL,2014/2015
01130024,FI5083,A,26/08/2014 13:17,H,24,GASAL,2014/2015
01130025,FI5083,A,26/08/2014 13:17,H,25,GASAL,2014/2015
01130026,FI5083,A,26/08/2014 13:17,H,26,GASAL,2014/2015
01130027,FI5083,A,26/08/2014 13:17,H,27,GASAL,2014/2015
01130028,FI5083,A,26/08/2014 13:17,H,28,GASAL,2014/2015
01130029,FI5083,A,26/08/2014 13:17,H,29,GASAL,2014/2015
01130030,FI5083,A,26/08/2014 13:17,H,30,GASAL,2014/2015
01130031,FI5083,A,26/08/2014 13:17,H,31,GASAL,2014/2015
01130032,FI5083,A,26/08/2014 13:17,H,32,GASAL,2014/2015
01130033,FI5083,A,26/08/2014 13:17,H,33,GASAL,2014/2015
01130034,FI5083,A,26/08/2014 13:17,H,34,GASAL,2014/2015
01130035,FI5083,A,26/08/2014 13:17,H,35,GASAL,2014/2015
01130036,FI5083,A,26/08/2014 13:17,H,36,GASAL,2014/2015
01130037,FI5083,A,26/08/2014 13:17,H,37,GASAL,2014/2015
01130038,FI5083,A,26/08/2014 13:17,A,38,GASAL,2014/2015
01130039,FI5083,A,26/08/2014 13:17,H,39,GASAL,2014/2015
01130040,FI5083,A,26/08/2014 13:17,H,40,GASAL,2014/2015
01130041,FI5083,A,26/08/2014 13:17,H,41,GASAL,2014/2015
01130042,FI5083,A,26/08/2014 13:17,H,42,GASAL,2014/2015
01130043,FI5083,A,26/08/2014 13:17,H,43,GASAL,2014/2015
01130044,FI5083,A,26/08/2014 13:17,H,44,GASAL,2014/2015
01130045,FI5083,A,26/08/2014 13:17,H,45,GASAL,2014/2015
01130046,FI5083,A,26/08/2014 13:17,H,46,GASAL,2014/2015
01130047,FI5083,A,26/08/2014 13:17,H,47,GASAL,2014/2015
01130048,FI5083,A,26/08/2014 13:17,H,48,GASAL,2014/2015
01130049,FI5083,A,26/08/2014 13:17,H,49,GASAL,2014/2015
01130050,FI5083,A,26/08/2014 13:17,H,50,GASAL,2014/2015
01130051,FI5083,A,26/08/2014 13:17,H,51,GASAL,2014/2015
01130052,FI5083,A,26/08/2014 13:17,H,52,GASAL,2014/2015
01130053,FI5083,A,26/08/2014 13:17,H,53,GASAL,2014/2015
01130054,FI5083,A,26/08/2014 13:17,H,54,GASAL,2014/2015
01130055,FI5083,A,26/08/2014 13:17,H,55,GASAL,2014/2015
01130056,FI5083,A,26/08/2014 13:17,H,56,GASAL,2014/2015
01130057,FI5083,A,26/08/2014 13:17,H,57,GASAL,2014/2015
01130058,FI5083,A,26/08/2014 13:17,H,58,GASAL,2014/2015
01130059,FI5083,A,26/08/2014 13:17,H,59,GASAL,2014/2015
01140001,FI1062,B,26/08/2014 13:21,H,1,GASAL,2014/2015
01140002,FI1062,B,26/08/2014 13:21,H,2,GASAL,2014/2015
01140004,FI1062,B,26/08/2014 13:21,H,3,GASAL,2014/2015
01140005,FI1062,B,26/08/2014 13:21,H,4,GASAL,2014/2015
01140006,FI1062,B,26/08/2014 13:21,H,5,GASAL,2014/2015
01140008,FI1062,B,26/08/2014 13:21,H,6,GASAL,2014/2015
01140009,FI1062,B,26/08/2014 13:21,H,7,GASAL,2014/2015
01140010,FI1062,B,26/08/2014 13:21,H,8,GASAL,2014/2015
01140013,FI1062,B,26/08/2014 13:21,H,9,GASAL,2014/2015
01140014,FI1062,B,26/08/2014 13:21,H,10,GASAL,2014/2015
01140019,FI1062,B,26/08/2014 13:21,H,11,GASAL,2014/2015
01140027,FI1062,B,26/08/2014 13:21,H,12,GASAL,2014/2015
01140028,FI1062,B,26/08/2014 13:21,H,13,GASAL,2014/2015
01140029,FI1062,B,26/08/2014 13:21,H,14,GASAL,2014/2015
01140030,FI1062,B,26/08/2014 13:21,H,15,GASAL,2014/2015
01140031,FI1062,B,26/08/2014 13:21,H,16,GASAL,2014/2015
