nim,kode,grup,kembali,absen,no,semester,th_ajaran
23050088,SI3033,A,25/08/2014 13:44,A,1,GASAL,2014/2015
23080310,SI3033,A,25/08/2014 13:44,H,2,GASAL,2014/2015
23090481,SI3033,A,25/08/2014 13:44,H,3,GASAL,2014/2015
23090488,SI3033,A,25/08/2014 13:44,H,4,GASAL,2014/2015
23090494,SI3033,A,25/08/2014 13:44,H,5,GASAL,2014/2015
23090514,SI3033,A,25/08/2014 13:44,H,6,GASAL,2014/2015
72110024,SI3033,A,25/08/2014 13:44,H,7,GASAL,2014/2015
72110060,SI3033,A,25/08/2014 13:44,H,8,GASAL,2014/2015
72110074,SI3033,A,25/08/2014 13:44,A,9,GASAL,2014/2015
72120012,SI3033,A,25/08/2014 13:44,H,10,GASAL,2014/2015
72120035,SI3033,A,25/08/2014 13:44,H,11,GASAL,2014/2015
72120043,SI3033,A,25/08/2014 13:44,H,12,GASAL,2014/2015
72120050,SI3033,A,25/08/2014 13:44,H,13,GASAL,2014/2015
72120060,SI3033,A,25/08/2014 13:44,H,14,GASAL,2014/2015
72120064,SI3033,A,25/08/2014 13:44,H,15,GASAL,2014/2015
72120070,SI3033,A,25/08/2014 13:44,H,16,GASAL,2014/2015
72120073,SI3033,A,25/08/2014 13:44,H,17,GASAL,2014/2015
72120077,SI3033,A,25/08/2014 13:44,H,18,GASAL,2014/2015
72120086,SI3033,A,25/08/2014 13:44,H,19,GASAL,2014/2015
72140001,PR9100,A,25/08/2014 14:00,H,1,GASAL,2014/2015
72140002,PR9100,A,25/08/2014 14:00,H,2,GASAL,2014/2015
72140003,PR9100,A,25/08/2014 14:00,H,3,GASAL,2014/2015
72140004,PR9100,A,25/08/2014 14:00,H,4,GASAL,2014/2015
72140005,PR9100,A,25/08/2014 14:00,H,5,GASAL,2014/2015
72140006,PR9100,A,25/08/2014 14:00,H,6,GASAL,2014/2015
72140007,PR9100,A,25/08/2014 14:00,H,7,GASAL,2014/2015
72140008,PR9100,A,25/08/2014 14:00,H,8,GASAL,2014/2015
72140009,PR9100,A,25/08/2014 14:00,H,9,GASAL,2014/2015
72140010,PR9100,A,25/08/2014 14:00,H,10,GASAL,2014/2015
72140011,PR9100,A,25/08/2014 14:00,H,11,GASAL,2014/2015
72140012,PR9100,A,25/08/2014 14:00,H,12,GASAL,2014/2015
72140013,PR9100,A,25/08/2014 14:00,A,13,GASAL,2014/2015
72140014,PR9100,A,25/08/2014 14:00,H,14,GASAL,2014/2015
72140016,PR9100,A,25/08/2014 14:00,H,15,GASAL,2014/2015
72140018,PR9100,A,25/08/2014 14:00,H,16,GASAL,2014/2015
72140019,PR9100,A,25/08/2014 14:00,H,17,GASAL,2014/2015
72140020,PR9100,A,25/08/2014 14:00,H,18,GASAL,2014/2015
72140021,PR9100,A,25/08/2014 14:00,H,19,GASAL,2014/2015
72140022,PR9100,A,25/08/2014 14:00,A,20,GASAL,2014/2015
72140023,PR9100,A,25/08/2014 14:00,H,21,GASAL,2014/2015
72140024,PR9100,A,25/08/2014 14:00,H,22,GASAL,2014/2015
72140025,PR9100,A,25/08/2014 14:00,H,23,GASAL,2014/2015
72140026,PR9100,A,25/08/2014 14:00,H,24,GASAL,2014/2015
72140027,PR9100,A,25/08/2014 14:00,H,25,GASAL,2014/2015
72140028,PR9100,A,25/08/2014 14:00,A,26,GASAL,2014/2015
72140029,PR9100,A,25/08/2014 14:00,H,27,GASAL,2014/2015
72140030,PR9100,A,25/08/2014 14:00,H,28,GASAL,2014/2015
72140031,PR9100,A,25/08/2014 14:00,H,29,GASAL,2014/2015
72140032,PR9100,A,25/08/2014 14:00,H,30,GASAL,2014/2015
72140033,PR9100,A,25/08/2014 14:00,H,31,GASAL,2014/2015
72140034,PR9100,A,25/08/2014 14:00,H,32,GASAL,2014/2015
72140035,PR9100,A,25/08/2014 14:00,H,33,GASAL,2014/2015
72140036,PR9100,A,25/08/2014 14:00,H,34,GASAL,2014/2015
72140037,PR9100,A,25/08/2014 14:00,H,35,GASAL,2014/2015
72140038,PR9100,A,25/08/2014 14:00,H,36,GASAL,2014/2015
72140039,PR9100,A,25/08/2014 14:00,H,37,GASAL,2014/2015
72140040,PR9100,A,25/08/2014 14:00,H,38,GASAL,2014/2015
72140041,PR9100,A,25/08/2014 14:00,H,39,GASAL,2014/2015
72140042,PR9100,A,25/08/2014 14:00,H,40,GASAL,2014/2015
72140043,PR9100,A,25/08/2014 14:00,H,41,GASAL,2014/2015
72140044,PR9100,A,25/08/2014 14:00,H,42,GASAL,2014/2015
72140045,PR9100,A,25/08/2014 14:00,H,43,GASAL,2014/2015
72140046,PR9100,A,25/08/2014 14:00,H,44,GASAL,2014/2015
72140047,PR9100,A,25/08/2014 14:00,H,45,GASAL,2014/2015
72140048,PR9100,A,25/08/2014 14:00,H,46,GASAL,2014/2015
72140049,PR9100,A,25/08/2014 14:00,H,47,GASAL,2014/2015
72140050,PR9100,A,25/08/2014 14:00,H,48,GASAL,2014/2015
72140051,PR9100,A,25/08/2014 14:00,H,49,GASAL,2014/2015
23080322,SI5303,A,25/08/2014 15:55,H,1,GASAL,2014/2015
23090491,SI5303,A,25/08/2014 15:55,H,2,GASAL,2014/2015
23090494,SI5303,A,25/08/2014 15:55,H,3,GASAL,2014/2015
23090514,SI5303,A,25/08/2014 15:55,H,4,GASAL,2014/2015
23100545,SI5303,A,25/08/2014 15:55,A,5,GASAL,2014/2015
23100587,SI5303,A,25/08/2014 15:55,H,6,GASAL,2014/2015
23100607,SI5303,A,25/08/2014 15:55,H,7,GASAL,2014/2015
72110004,SI5303,A,25/08/2014 15:55,H,8,GASAL,2014/2015
72110013,SI5303,A,25/08/2014 15:55,H,9,GASAL,2014/2015
72110015,SI5303,A,25/08/2014 15:55,H,10,GASAL,2014/2015
72110016,SI5303,A,25/08/2014 15:55,H,11,GASAL,2014/2015
72110023,SI5303,A,25/08/2014 15:55,H,12,GASAL,2014/2015
72110025,SI5303,A,25/08/2014 15:55,H,13,GASAL,2014/2015
72110027,SI5303,A,25/08/2014 15:55,H,14,GASAL,2014/2015
72110031,SI5303,A,25/08/2014 15:55,H,15,GASAL,2014/2015
72110036,SI5303,A,25/08/2014 15:55,H,16,GASAL,2014/2015
72110037,SI5303,A,25/08/2014 15:55,H,17,GASAL,2014/2015
72110066,SI5303,A,25/08/2014 15:55,H,18,GASAL,2014/2015
72120002,SI5303,A,25/08/2014 15:55,H,19,GASAL,2014/2015
72120003,SI5303,A,25/08/2014 15:55,H,20,GASAL,2014/2015
72120010,SI5303,A,25/08/2014 15:55,H,21,GASAL,2014/2015
72120013,SI5303,A,25/08/2014 15:55,H,22,GASAL,2014/2015
72120014,SI5303,A,25/08/2014 15:55,H,23,GASAL,2014/2015
72120015,SI5303,A,25/08/2014 15:55,H,24,GASAL,2014/2015
72120019,SI5303,A,25/08/2014 15:55,H,25,GASAL,2014/2015
72120025,SI5303,A,25/08/2014 15:55,H,26,GASAL,2014/2015
72120027,SI5303,A,25/08/2014 15:55,H,27,GASAL,2014/2015
72120028,SI5303,A,25/08/2014 15:55,H,28,GASAL,2014/2015
72120037,SI5303,A,25/08/2014 15:55,H,29,GASAL,2014/2015
72120039,SI5303,A,25/08/2014 15:55,H,30,GASAL,2014/2015
72120057,SI5303,A,25/08/2014 15:55,H,31,GASAL,2014/2015
72120066,SI5303,A,25/08/2014 15:55,H,32,GASAL,2014/2015
72120067,SI5303,A,25/08/2014 15:55,H,33,GASAL,2014/2015
72120071,SI5303,A,25/08/2014 15:55,H,34,GASAL,2014/2015
23100565,SI5283,A,25/08/2014 15:57,H,1,GASAL,2014/2015
23100572,SI5283,A,25/08/2014 15:57,H,2,GASAL,2014/2015
23100573,SI5283,A,25/08/2014 15:57,H,3,GASAL,2014/2015
23100576,SI5283,A,25/08/2014 15:57,H,4,GASAL,2014/2015
23100606,SI5283,A,25/08/2014 15:57,H,5,GASAL,2014/2015
72110011,SI5283,A,25/08/2014 15:57,H,6,GASAL,2014/2015
72110019,SI5283,A,25/08/2014 15:57,H,7,GASAL,2014/2015
72110035,SI5283,A,25/08/2014 15:57,H,8,GASAL,2014/2015
72110048,SI5283,A,25/08/2014 15:57,H,9,GASAL,2014/2015
72110063,SI5283,A,25/08/2014 15:57,H,10,GASAL,2014/2015
72110075,SI5283,A,25/08/2014 15:57,H,11,GASAL,2014/2015
23080309,MH2013,A,26/08/2014 10:22,H,1,GASAL,2014/2015
23090444,MH2013,A,26/08/2014 10:22,H,2,GASAL,2014/2015
23090512,MH2013,A,26/08/2014 10:22,H,3,GASAL,2014/2015
72120021,MH2013,A,26/08/2014 10:22,H,4,GASAL,2014/2015
72120045,MH2013,A,26/08/2014 10:22,A,5,GASAL,2014/2015
72120052,MH2013,A,26/08/2014 10:22,H,6,GASAL,2014/2015
72120058,MH2013,A,26/08/2014 10:22,A,7,GASAL,2014/2015
72120083,MH2013,A,26/08/2014 10:22,H,8,GASAL,2014/2015
72130001,MH2013,A,26/08/2014 10:22,H,9,GASAL,2014/2015
72130002,MH2013,A,26/08/2014 10:22,H,10,GASAL,2014/2015
72130004,MH2013,A,26/08/2014 10:22,H,11,GASAL,2014/2015
72130005,MH2013,A,26/08/2014 10:22,H,12,GASAL,2014/2015
72130006,MH2013,A,26/08/2014 10:22,H,13,GASAL,2014/2015
72130007,MH2013,A,26/08/2014 10:22,H,14,GASAL,2014/2015
72130011,MH2013,A,26/08/2014 10:22,H,15,GASAL,2014/2015
72130012,MH2013,A,26/08/2014 10:22,H,16,GASAL,2014/2015
72130013,MH2013,A,26/08/2014 10:22,H,17,GASAL,2014/2015
72130015,MH2013,A,26/08/2014 10:22,H,18,GASAL,2014/2015
72130016,MH2013,A,26/08/2014 10:22,H,19,GASAL,2014/2015
72130017,MH2013,A,26/08/2014 10:22,H,20,GASAL,2014/2015
72130018,MH2013,A,26/08/2014 10:22,H,21,GASAL,2014/2015
72130020,MH2013,A,26/08/2014 10:22,A,22,GASAL,2014/2015
72130021,MH2013,A,26/08/2014 10:22,H,23,GASAL,2014/2015
72130022,MH2013,A,26/08/2014 10:22,H,24,GASAL,2014/2015
72130023,MH2013,A,26/08/2014 10:22,H,25,GASAL,2014/2015
72130025,MH2013,A,26/08/2014 10:22,H,26,GASAL,2014/2015
72130026,MH2013,A,26/08/2014 10:22,H,27,GASAL,2014/2015
72130027,MH2013,A,26/08/2014 10:22,H,28,GASAL,2014/2015
72130028,MH2013,A,26/08/2014 10:22,H,29,GASAL,2014/2015
72130030,MH2013,A,26/08/2014 10:22,H,30,GASAL,2014/2015
72130032,MH2013,A,26/08/2014 10:22,H,31,GASAL,2014/2015
72130033,MH2013,A,26/08/2014 10:22,H,32,GASAL,2014/2015
72130034,MH2013,A,26/08/2014 10:22,H,33,GASAL,2014/2015
72130037,MH2013,A,26/08/2014 10:22,H,34,GASAL,2014/2015
72130038,MH2013,A,26/08/2014 10:22,H,35,GASAL,2014/2015
72130040,MH2013,A,26/08/2014 10:22,H,36,GASAL,2014/2015
72130041,MH2013,A,26/08/2014 10:22,A,37,GASAL,2014/2015
72130046,MH2013,A,26/08/2014 10:22,H,38,GASAL,2014/2015
72130048,MH2013,A,26/08/2014 10:22,H,39,GASAL,2014/2015
72130050,MH2013,A,26/08/2014 10:22,H,40,GASAL,2014/2015
23070242,SI1026,A,25/08/2014 13:28,A,0,GASAL,2014/2015
23080434,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
23090494,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
23090507,SI1026,A,25/08/2014 13:28,A,0,GASAL,2014/2015
23090509,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72110080,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72130047,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140001,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140002,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140003,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140004,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140005,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140006,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140007,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140008,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140009,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140010,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140011,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140012,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140013,SI1026,A,25/08/2014 13:28,A,0,GASAL,2014/2015
72140014,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140016,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140018,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140019,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140020,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140021,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140022,SI1026,A,25/08/2014 13:28,A,0,GASAL,2014/2015
72140023,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140024,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140025,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140026,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140027,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140028,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140029,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140030,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140031,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140032,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140033,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140034,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140035,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140036,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140037,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140038,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140039,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140040,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140041,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140042,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140043,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140044,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140045,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140046,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140047,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140048,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140049,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140050,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140051,SI1026,A,25/08/2014 13:28,A,0,GASAL,2014/2015
72140052,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
72140053,SI1026,A,25/08/2014 13:28,H,0,GASAL,2014/2015
23070242,SI1026,A,25/08/2014 13:33,A,0,GASAL,2014/2015
23080434,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
23090494,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
23090507,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
23090509,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72110080,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72130047,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140001,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140002,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140003,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140004,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140005,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140006,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140007,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140008,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140009,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140010,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140011,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140012,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140013,SI1026,A,25/08/2014 13:33,A,0,GASAL,2014/2015
72140014,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140016,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140018,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140019,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140020,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140021,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140022,SI1026,A,25/08/2014 13:33,A,0,GASAL,2014/2015
72140023,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140024,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140025,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140026,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140027,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140028,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140029,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140030,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140031,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140032,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140033,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140034,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140035,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140036,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140037,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140038,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140039,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140040,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140041,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140042,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140043,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140044,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140045,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140046,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140047,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140048,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140049,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140050,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140051,SI1026,A,25/08/2014 13:33,A,0,GASAL,2014/2015
72140052,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
72140053,SI1026,A,25/08/2014 13:33,H,0,GASAL,2014/2015
23080333,SM3016,A,26/08/2014 13:50,A,1,GASAL,2014/2015
72110020,SM3016,A,26/08/2014 13:50,H,2,GASAL,2014/2015
72110022,SM3016,A,26/08/2014 13:50,H,3,GASAL,2014/2015
72110072,SM3016,A,26/08/2014 13:50,H,4,GASAL,2014/2015
72110074,SM3016,A,26/08/2014 13:50,H,5,GASAL,2014/2015
72120008,SM3016,A,26/08/2014 13:50,H,6,GASAL,2014/2015
72120014,SM3016,A,26/08/2014 13:50,H,7,GASAL,2014/2015
72120016,SM3016,A,26/08/2014 13:50,H,8,GASAL,2014/2015
72120025,SM3016,A,26/08/2014 13:50,H,9,GASAL,2014/2015
72120057,SM3016,A,26/08/2014 13:50,H,10,GASAL,2014/2015
23080333,SM3016,A,26/08/2014 13:51,A,1,GASAL,2014/2015
72110020,SM3016,A,26/08/2014 13:51,H,2,GASAL,2014/2015
72110022,SM3016,A,26/08/2014 13:51,H,3,GASAL,2014/2015
72110072,SM3016,A,26/08/2014 13:51,H,4,GASAL,2014/2015
72110074,SM3016,A,26/08/2014 13:51,H,5,GASAL,2014/2015
72120008,SM3016,A,26/08/2014 13:51,H,6,GASAL,2014/2015
72120014,SM3016,A,26/08/2014 13:51,H,7,GASAL,2014/2015
72120016,SM3016,A,26/08/2014 13:51,H,8,GASAL,2014/2015
72120025,SM3016,A,26/08/2014 13:51,H,9,GASAL,2014/2015
72120057,SM3016,A,26/08/2014 13:51,H,10,GASAL,2014/2015
23080400,MH3013,H,26/08/2014 14:03,A,1,GASAL,2014/2015
23080435,MH3013,H,26/08/2014 14:03,H,2,GASAL,2014/2015
23090464,MH3013,H,26/08/2014 14:03,H,3,GASAL,2014/2015
23090491,MH3013,H,26/08/2014 14:03,H,4,GASAL,2014/2015
23090513,MH3013,H,26/08/2014 14:03,H,5,GASAL,2014/2015
23090514,MH3013,H,26/08/2014 14:03,H,6,GASAL,2014/2015
23090522,MH3013,H,26/08/2014 14:03,H,7,GASAL,2014/2015
23100587,MH3013,H,26/08/2014 14:03,H,8,GASAL,2014/2015
23100592,MH3013,H,26/08/2014 14:03,H,9,GASAL,2014/2015
23100605,MH3013,H,26/08/2014 14:03,H,10,GASAL,2014/2015
23100607,MH3013,H,26/08/2014 14:03,H,11,GASAL,2014/2015
72110013,MH3013,H,26/08/2014 14:03,H,12,GASAL,2014/2015
72110014,MH3013,H,26/08/2014 14:03,H,13,GASAL,2014/2015
72110015,MH3013,H,26/08/2014 14:03,H,14,GASAL,2014/2015
72110018,MH3013,H,26/08/2014 14:03,H,15,GASAL,2014/2015
72110019,MH3013,H,26/08/2014 14:03,H,16,GASAL,2014/2015
72110023,MH3013,H,26/08/2014 14:03,H,17,GASAL,2014/2015
72110024,MH3013,H,26/08/2014 14:03,H,18,GASAL,2014/2015
72110025,MH3013,H,26/08/2014 14:03,H,19,GASAL,2014/2015
72110026,MH3013,H,26/08/2014 14:03,H,20,GASAL,2014/2015
72110031,MH3013,H,26/08/2014 14:03,A,21,GASAL,2014/2015
72110051,MH3013,H,26/08/2014 14:03,H,22,GASAL,2014/2015
72110066,MH3013,H,26/08/2014 14:03,H,23,GASAL,2014/2015
72110068,MH3013,H,26/08/2014 14:03,H,24,GASAL,2014/2015
72110070,MH3013,H,26/08/2014 14:03,H,25,GASAL,2014/2015
72110076,MH3013,H,26/08/2014 14:03,H,26,GASAL,2014/2015
23060108,SI2036,A,25/08/2014 15:03,A,0,GASAL,2014/2015
23080333,SI2036,A,25/08/2014 15:03,A,0,GASAL,2014/2015
72110008,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110017,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110020,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110043,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110044,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110062,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110079,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120007,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120009,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120017,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120023,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120033,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120044,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120045,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120046,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120051,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120054,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120058,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120069,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120074,SI2036,A,25/08/2014 15:03,A,0,GASAL,2014/2015
72120079,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130001,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130002,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130004,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130005,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130006,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130007,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130009,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130011,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130016,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130017,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130019,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130021,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130022,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130023,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130025,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130026,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130027,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130028,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130030,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130033,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130034,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130035,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130044,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130049,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72130050,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
23060108,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
23080333,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110008,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110017,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110020,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110043,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110044,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110062,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72110079,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120007,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120009,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120017,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120023,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
72120033,SI2036,A,25/08/2014 15:03,H,0,GASAL,2014/2015
