"id_materi","id_kelasb"
417,1266
417,1267
418,1652
419,1263
419,1264
419,1265
419,1266
419,1267
420,788
421,1273
421,1274
422,1273
422,1274
423,1202
424,805
425,1159
426,1159
427,1159
428,1407
429,809
430,809
431,785
432,785
433,1442
434,1442
435,1429
435,1430
436,904
437,1418
438,914
439,1418
440,1418
441,1418
442,1418
443,1418
447,1008
446,1437
445,1418
447,1009
448,1008
448,1009
449,1003
450,914
451,769
452,769
453,769
454,769
455,1223
455,1224
456,1158
456,1160
457,1158
457,1160
458,1158
458,1160
459,1158
459,1160
460,1158
460,1160
461,1158
461,1160
462,769
463,769
465,1191
466,1191
467,1256
467,1257
468,1157
471,1157
473,1287
472,1157
474,1217
474,1218
475,922
476,1258
476,1259
478,781
479,1262
480,1441
481,1215
481,1216
481,1219
482,1212
483,1240
483,1241
483,1242
483,1243
483,1244
483,1245
484,1188
484,1189
485,785
486,1253
487,1203
488,1203
489,777
490,1202
491,1202
492,904
493,910
494,914
495,1163
495,1164
496,1281
496,1280
498,1233
498,1232
499,805
500,805
501,1207
502,806
503,806
504,1652
505,879
506,879
507,879
509,1159
510,1159
511,871
512,871
513,1442
514,1158
514,1160
515,1158
515,1160
516,1254
516,1255
517,1223
517,1224
518,788
519,1273
519,1274
520,1097
719,870
522,1253
523,812
524,800
525,1262
526,1157
527,1476
528,1476
529,1476
530,870
531,870
532,1483
533,1483
534,1483
535,1215
535,1216
535,1219
536,1254
536,1255
537,1258
537,1259
538,1258
538,1259
539,1287
540,1258
540,1259
541,1240
541,1241
541,1242
541,1243
541,1244
541,1245
542,1427
542,1428
543,1257
543,1256
544,1280
544,1281
545,1188
545,1189
546,781
547,781
548,781
549,1251
550,777
551,812
552,812
553,1212
554,1441
555,979
555,980
556,1163
556,1164
557,979
557,980
566,980
566,979
559,1287
560,1476
561,1232
561,1233
562,772
563,1164
564,1207
565,979
565,980
567,785
568,1263
568,1264
568,1265
568,1266
568,1267
569,1263
569,1264
569,1265
569,1266
569,1267
570,1263
570,1264
570,1265
570,1266
570,1267
571,1282
571,1283
572,1282
572,1283
573,1212
574,879
575,1652
576,1518
577,1150
577,1405
664,1430
663,1429
579,1483
580,871
581,871
582,1224
582,1223
583,1418
584,788
585,1004
586,1004
588,1004
590,1004
591,1004
592,1163
593,812
594,1191
595,1256
595,1257
596,1259
596,1258
597,1262
598,1407
599,1191
600,1191
601,1191
602,1191
603,1004
605,983
605,984
606,983
606,984
607,983
607,984
608,983
608,984
609,1018
610,1018
611,1018
612,1018
613,1018
614,1018
615,1018
616,1018
617,1018
618,1018
619,1018
620,1018
621,1018
622,1018
623,1258
623,1259
624,1215
624,1216
624,1219
625,1254
625,1255
626,1004
627,777
628,1234
628,1235
628,1236
628,1237
629,1253
630,777
631,878
632,878
633,878
634,878
635,878
636,878
637,878
638,878
639,1233
639,1232
640,1407
641,1407
642,1280
642,1281
643,1281
643,1280
644,1281
644,1280
645,811
646,1240
646,1241
646,1242
646,1243
646,1244
646,1245
647,806
648,1652
649,1652
650,1008
650,1009
651,1008
651,1009
652,1009
652,1008
653,780
654,1012
654,1013
655,1012
655,1013
656,1012
656,1013
657,1012
657,1013
658,1203
659,1203
660,1251
661,1407
662,1427
662,1428
665,1429
665,1430
666,1429
666,1430
669,1430
667,1429
671,1430
670,1429
672,1407
673,914
674,809
675,1230
675,1231
676,1232
677,1217
677,1218
678,1217
678,1218
679,788
680,1282
680,1283
682,1283
682,1282
683,1282
683,1283
684,871
685,871
687,1407
688,1258
688,1259
689,1262
690,871
691,871
692,1263
692,1264
692,1265
692,1266
692,1267
693,1263
693,1264
693,1265
693,1266
693,1267
694,1263
694,1264
694,1265
694,1266
694,1267
695,1263
695,1264
695,1265
695,1266
695,1267
696,1408
696,1410
697,1008
697,1009
698,1191
699,1159
700,1215
700,1216
700,1219
701,1254
701,1255
702,785
703,785
704,1427
704,1428
705,1427
705,1428
706,806
708,1652
709,789
710,789
711,789
712,789
713,789
714,789
715,789
716,789
717,789
718,779
720,878
721,1203
722,1652
723,1191
724,1188
724,1189
725,1188
725,1189
726,1441
727,1202
728,1202
729,1255
729,1254
730,1219
730,1216
730,1215
731,1273
731,1274
732,780
733,780
734,1441
735,812
737,811
738,811
739,811
740,811
741,811
742,805
743,805
744,806
745,1487
746,788
747,812
748,812
749,785
750,1273
750,1274
751,1230
751,1231
752,1441
753,1202
754,1441
755,1441
756,1256
756,1257
757,1287
758,1258
758,1259
761,1245
761,1244
761,1243
761,1242
761,1241
761,1240
760,1212
762,1253
763,1217
763,1218
764,1258
764,1259
765,1258
765,1259
766,1238
766,1239
767,1238
767,1239
768,1230
768,1231
769,1238
769,1239
770,1238
770,1239
771,979
771,980
772,1004
773,910
774,785
775,910
776,910
777,1212
778,1483
779,773
780,773
781,773
782,1251
783,1436
783,1437
784,1436
784,1437
785,1436
785,1437
786,1238
786,1239
787,1207
788,1280
788,1281
790,1652
789,806
792,1442
793,1442
794,1160
794,1158
795,1158
795,1160
796,1158
796,1160
797,1158
797,1160
798,1436
799,1437
800,1263
800,1264
800,1265
800,1266
800,1267
801,1263
801,1264
801,1265
801,1266
801,1267
802,914
803,1223
803,1224
804,1003
805,1003
806,1008
806,1009
807,800
808,800
809,800
810,1159
811,800
812,1159
813,1159
814,1159
815,1159
816,1159
817,1159
818,781
819,795
820,1215
820,1216
820,1219
821,1215
821,1216
821,1219
822,1240
822,1241
822,1242
822,1243
822,1244
822,1245
823,1287
824,1217
824,1218
825,1258
825,1259
826,1256
826,1257
827,1238
828,777
829,777
830,777
831,904
832,904
833,904
834,904
835,1188
835,1189
839,1407
838,1407
840,1287
841,1203
842,1234
842,1235
842,1236
842,1237
843,1215
843,1216
843,1219
844,959
845,1207
846,806
847,812
848,812
849,812
850,805
851,805
852,805
853,1251
854,871
855,1150
855,1405
856,785
857,1427
857,1428
858,1652
859,1223
859,1224
860,788
861,1404
861,1149
862,860
862,862
865,1405
865,1150
864,1405
864,1150
866,1405
866,1150
867,862
867,860
868,1033
868,1031
869,811
870,1262
871,1031
871,1033
873,1030
873,863
874,1263
874,1264
874,1265
874,1266
874,1267
875,1263
875,1264
875,1265
875,1266
875,1267
876,1263
876,1264
876,1265
876,1266
876,1267
877,1202
878,1202
879,1202
881,1283
881,1282
881,1281
881,1280
882,1280
882,1281
882,1282
882,1283
883,1280
883,1281
883,1282
883,1283
884,959
885,959
886,959
887,1280
887,1281
887,1282
887,1283
888,959
889,959
890,1008
890,1009
891,1008
891,1009
892,1008
892,1009
893,1212
894,1287
895,1191
896,1257
896,1256
897,1258
897,1259
898,1217
898,1218
900,1233
900,1232
901,1483
902,1188
902,1189
903,1240
903,1241
903,1242
903,1243
903,1244
903,1245
904,785
905,1263
905,1264
905,1265
905,1266
905,1267
906,1253
907,1268
908,1269
909,1004
910,1004
911,1486
912,1407
913,1251
914,1215
914,1216
914,1219
915,910
916,1207
917,863
917,1030
918,1254
918,1255
919,1652
920,1442
921,788
922,1430
922,1429
923,1212
924,785
925,809
926,809
927,1224
927,1223
928,1239
929,1487
930,1262
931,1217
931,1218
932,1215
932,1216
932,1219
933,1254
933,1255
934,1287
935,879
936,1256
936,1257
937,1258
937,1259
938,1188
938,1189
939,1240
939,1241
939,1242
939,1243
939,1244
939,1245
940,1253
941,785
943,1230
943,1231
944,1202
945,780
946,1263
946,1264
946,1265
946,1266
946,1267
947,1273
947,1274
948,1233
948,1232
949,1407
951,806
952,806
953,1251
954,1158
954,1159
955,1160
957,1207
958,1427
958,1428
959,1234
960,1235
961,1236
962,1237
963,1652
964,1217
964,1218
965,1258
965,1259
966,1287
967,1223
967,1224
968,788
969,812
970,812
971,812
972,795
973,1203
974,1203
975,1203
976,1268
976,1269
976,1270
977,1263
977,1264
977,1265
977,1266
977,1267
978,1191
979,1262
980,1215
980,1216
980,1219
981,1188
981,1189
982,1240
982,1241
982,1242
982,1243
982,1244
982,1245
983,1217
983,1218
984,1191
985,1202
986,1230
986,1231
987,1230
987,1231
988,1273
988,1274
989,1253
990,1233
990,1232
991,1004
992,1004
993,1212
994,1212
995,1212
996,1004
997,1004
1045,777
1044,777
999,983
999,984
1000,983
1000,984
1001,1427
1001,1428
1002,1207
1003,1251
1004,1254
1004,1255
1005,1429
1005,1430
1006,1429
1006,1430
1007,1429
1007,1430
1008,797
1009,797
1010,1211
1011,863
1011,1030
1012,863
1012,1030
1013,1223
1013,1224
1014,1273
1014,1274
1015,1273
1015,1274
1016,1486
1017,1486
1018,1486
1019,1486
1020,1191
1021,1287
1022,1257
1022,1256
1023,1217
1023,1218
1024,870
1027,879
1026,870
1028,1240
1028,1241
1028,1242
1028,1243
1028,1244
1028,1245
1029,1233
1029,1232
1030,1268
1031,1268
1032,910
1033,910
1034,1215
1034,1216
1034,1219
1035,1262
1036,1436
1036,1437
1037,1436
1037,1437
1038,1436
1038,1437
1039,1004
1040,983
1040,984
1041,1191
1042,1256
1042,1257
1043,983
1043,984
1046,777
1047,777
1048,777
1049,777
1050,1207
1051,1487
1052,1008
1052,1009
1053,1012
1053,1013
1054,1012
1054,1013
1055,1012
1055,1013
1056,904
1057,904
1058,812
1059,1254
1059,1255
1060,1251
1061,1234
1061,1235
1061,1236
1061,1237
1062,1269
1063,1159
1063,1158
1064,1223
1064,1224
1065,788
1066,788
1067,1160
1068,1191
1069,1256
1069,1257
1070,1287
1030,1269
1030,1270
1072,1219
1072,1216
1072,1215
1073,1262
1074,1232
1074,1233
1075,815
1075,816
1076,1287
1077,1287
1078,1217
1078,1218
1079,1436
1079,1437
1080,1436
1080,1437
1081,1436
1081,1437
1082,983
1082,984
1083,983
1083,984
1084,983
1084,984
1085,983
1085,984
1086,983
1086,984
1088,1004
1089,1004
1090,1004
1091,1207
1092,1254
1092,1255
1093,1427
1093,1428
1094,1427
1094,1428
1095,1427
1095,1428
1096,1273
1096,1274
1097,1230
1097,1231
1098,1442
1099,1012
1099,1013
1100,1203
496,1282
496,1283
643,1282
643,1283
644,1282
644,1283
1101,1217
1101,1218
1102,1256
1102,1257
1113,879
1104,1215
1104,1216
1104,1219
1105,1254
1105,1255
1106,1439
1107,870
1109,870
1110,870
1111,879
1112,879
1114,871
1115,871
1116,871
1117,871
1118,871
1119,1269
1120,1270
1121,1268
1122,1263
1122,1264
1122,1265
1122,1266
1122,1267
1123,1269
1124,879
1125,1273
1125,1274
1126,1273
1126,1274
1127,1273
1127,1274
1128,1273
1128,1274
1129,1273
1129,1274
1130,1273
1130,1274
1131,1270
1132,1481
1133,1164
1134,1163
1135,1207
1137,809
1141,1224
1140,1223
1143,1232
1144,1233
1145,1487
1146,1240
1148,1242
1147,1241
1149,1243
1150,1245
1151,1244
1152,1487
1153,1487
1154,1487
1155,1487
1156,2165
1156,2166
1157,2146
1158,2202
1159,2211
1160,2211
1161,1851
1162,2212
1163,2212
1163,2213
1163,2214
1164,2213
1165,2214
1167,2478
1168,2439
1169,1749
1170,2388
1171,2388
1172,2388
1173,2388
1174,2388
1175,2388
1176,2388
1177,2388
1178,2179
1179,2145
1194,2162
1182,2379
1182,2380
1183,2379
1183,2380
1184,2379
1184,2380
1185,2379
1185,2380
1186,2190
1186,2189
1187,2219
1188,1852
1189,1899
1190,2506
1191,2108
1192,1976
1192,2108
1193,1976
1304,2162
1196,2169
1196,2170
1197,1976
1197,2108
1198,2469
1199,2206
1199,2207
1199,2210
1200,2177
1200,2178
1201,2203
1202,2203
1203,2217
1203,2218
1204,2217
1204,2218
1205,2217
1205,2218
1206,2217
1206,2218
1207,2217
1207,2218
1208,2217
1208,2218
1209,1976
1209,2108
1328,2450
1211,1874
1212,1874
1213,1874
1214,1874
1215,1874
1216,1874
1217,1874
1218,1874
1219,1874
1220,1874
1221,1874
1222,1874
1223,1874
1224,1951
1224,1950
1225,1950
1225,1951
1226,1950
1226,1951
1227,1951
1227,1950
1228,1950
1228,1951
1229,1950
1229,1951
1230,1950
1230,1951
1231,1950
1231,1951
1232,1950
1232,1951
1233,1950
1233,1951
1240,1853
1235,1853
1236,1853
1237,1853
1238,1853
1239,1853
1241,1853
1242,1853
1243,1853
1244,1853
1245,1853
1246,1853
1247,1853
1344,1746
1249,2346
1249,2345
1250,2180
1251,2180
1252,2180
1253,2180
1254,2180
1255,2180
1256,2180
1257,2180
1258,1843
1260,1724
1261,1724
1301,2383
1263,1876
1264,1876
1265,1876
1201,2204
1201,2205
1266,1876
1267,1876
1268,1876
1269,1876
1270,1876
1271,1876
1272,1876
1273,1876
1274,1876
1275,1876
1276,2204
1277,2205
1280,2347
1281,2347
1282,2347
1283,2439
1284,2164
1285,1717
1286,2169
1286,2170
1293,2198
1291,2179
1289,1750
1289,1751
1290,2164
1292,2089
1292,1967
1292,1801
1293,2199
1294,2198
1294,2199
1295,2500
1296,2500
1297,2500
1299,1715
1300,1718
1302,2383
1303,2375
1305,2397
1306,1744
1307,1744
1308,1711
1309,1711
1385,1711
1311,1711
1312,1711
1313,1711
1314,2040
1315,2040
1316,2044
1317,2044
1318,1717
1407,1717
1320,2452
1321,2452
1322,2452
1323,2374
1323,2373
1324,2373
1324,2374
1325,2451
1326,2373
1326,2374
1327,2445
1329,2048
1330,2048
1331,2451
1332,1711
1333,2223
1333,2224
1334,2204
1335,2205
1336,2370
1337,2370
1348,2450
1339,1855
1340,1855
1341,1855
1342,1855
1343,1855
1345,1746
1346,2169
1346,2170
1347,2183
1349,2458
1350,2458
1351,2516
1352,2516
1353,2516
1354,2145
1355,1724
1356,2439
1357,2439
1358,2165
1358,2166
1359,2193
1359,2194
1360,2193
1360,2194
1361,2193
1361,2194
1362,2230
1363,2230
1364,2379
1364,2380
1368,2397
1366,2217
1366,2218
1367,2189
1367,2190
1369,1851
1778,2383
1371,2452
1372,2452
1373,2451
1374,2451
1375,2451
1376,2451
1377,2151
1378,2167
1378,2168
1379,2200
1379,2201
1380,2200
1380,2201
1381,1843
1382,2193
1382,2194
1383,2193
1383,2194
1384,1717
1386,1750
1386,1751
1387,1750
1387,1751
1388,2040
1389,2219
1390,2167
1390,2168
1391,2439
1392,2211
1393,1724
1394,1724
1395,1952
1397,1952
1398,1952
1399,1952
1400,2164
1401,2186
1401,2187
1401,2188
1402,1923
1402,1922
1403,1923
1403,1922
1404,1922
1404,1923
1405,2095
1405,2032
1406,1813
1408,2211
1409,2211
1410,2211
1411,2211
1412,2211
1413,2211
1414,2211
1415,2211
1416,2211
1417,2211
1418,2211
1419,2198
1419,2199
1420,2480
1421,2480
1422,2480
1423,2480
1424,2480
1425,2480
1426,2480
1427,2375
1428,2480
1429,2375
1430,2480
1431,2480
1432,2480
1433,2480
1434,2480
1435,2480
1436,2480
1437,2480
1438,2480
1439,2480
1446,2219
1441,2480
1442,2480
1443,2480
1444,2480
1445,2219
1448,1751
1448,1750
1449,2450
1450,2450
1451,2450
1452,2388
1453,2388
1454,2388
1455,2388
1456,2162
1457,2373
1457,2374
1460,2444
1459,1845
1554,2444
1561,1740
1463,2179
1464,2145
1465,1717
1466,1717
1467,1744
1468,2379
1468,2380
1471,2397
1470,2379
1470,2380
1472,2442
1473,2395
1474,2395
1475,2395
1476,2395
1477,2395
1478,2395
1479,2395
1480,2395
1481,2530
1482,2530
1483,2530
1484,2376
1484,2378
1485,2376
1485,2378
1486,2376
1486,2378
1487,2376
1487,2378
1488,2376
1488,2378
1489,2376
1489,2378
1490,2376
1490,2378
1491,2376
1491,2378
1492,2376
1492,2378
1493,2376
1493,2378
1494,2376
1494,2378
1495,2172
1495,2174
1496,2172
1496,2174
1497,2172
1497,2174
1498,2172
1498,2174
1499,2385
1500,2385
1502,2385
1503,2385
1504,2048
1505,2214
1505,2213
1505,2212
1506,1927
1506,1928
1507,1927
1507,1928
1508,1927
1508,1928
1509,1927
1509,1928
1526,1746
1511,2383
1512,1846
1513,2393
1514,1807
1516,1807
1517,1807
1518,1724
1519,1724
1520,1724
1521,1724
1522,2370
1523,2370
1524,2103
1525,2169
1525,2170
1528,1831
1529,1831
1530,1831
1531,1831
1532,1749
1533,2478
1534,2478
1535,1924
1535,1925
1536,1924
1536,1925
1537,1846
1541,2382
1541,2381
1540,2382
1540,2381
1542,2381
1542,2382
1543,1756
1544,1756
1545,1756
1546,1756
1547,1756
1548,1730
1549,2469
1550,2165
1550,2166
1551,2469
1552,2506
1552,2528
1553,2506
1553,2528
1556,2388
1557,2516
1558,2516
1559,2200
1559,2201
1560,2200
1560,2201
1562,2203
1562,2204
1562,2205
1563,2203
1563,2204
1563,2205
1564,2203
1564,2204
1564,2205
2881,3097
2881,3096
2880,3065
1568,1861
2876,3090
2876,3089
3027,2906
2874,2667
2873,2545
2872,2545
1572,2218
1572,2217
1573,2189
1573,2190
1574,2219
1575,1940
1577,1940
1578,2217
1578,2218
1579,2217
1579,2218
1580,1843
1581,2217
1581,2218
1582,2145
1583,2179
1584,2189
1584,2190
1585,1711
1586,2169
1587,1711
1588,2170
1589,2514
1590,2514
1591,2514
1592,1757
1593,1757
1594,1757
1595,2392
1596,2514
1597,2358
1597,2357
1599,2357
1598,2358
1598,2357
1599,2358
1600,2357
1600,2358
1601,1813
1602,2170
1602,2169
1603,2439
1604,1852
1605,1852
1606,1852
1607,1852
1608,1899
1609,1899
1610,1899
1611,1899
1612,2394
1613,2164
1614,2394
1615,2199
1615,2198
1616,2172
1616,2174
1617,2172
1617,2174
1618,2172
1618,2174
1619,2363
1619,2364
1620,2363
1620,2364
1621,2364
1621,2363
1622,2145
1623,1845
1624,2388
1625,2388
1626,2162
1627,1724
1628,2162
1629,2211
1630,2212
1630,2213
1630,2214
1631,1821
1632,1821
1633,1821
1634,2158
1635,2158
1636,2158
1637,2183
1638,2186
1638,2187
1638,2188
1639,1746
1640,2203
1640,2204
1640,2205
1641,2169
1641,2170
1642,2370
1643,2370
1644,2370
1646,1749
1647,2478
1648,2212
1648,2213
1648,2214
1649,1801
1649,1967
1649,2089
1650,1801
1650,1967
1650,2089
1651,2089
1651,1967
1651,1801
1652,1801
1652,1967
1652,2089
1653,2212
1653,2213
1653,2214
1654,1756
1655,2516
1656,2200
1656,2201
1657,2516
1658,2458
1659,2458
1660,2444
1661,1952
1662,2180
1663,2217
1663,2218
1664,1843
1665,1821
1666,1821
1667,1711
1668,1711
1669,2389
1670,2389
1671,2145
1672,2040
1673,2040
1674,2219
1675,2514
1675,2358
1676,2193
1676,2194
1677,2193
1677,2194
1678,2394
1679,2169
1679,2170
2871,3095
2871,3094
1736,2388
2871,3093
2870,2762
2869,2762
2868,2762
1683,2439
1684,2439
1685,2397
1686,1922
1686,1923
1687,2469
1688,2469
1689,2164
1768,2452
1779,2383
1775,2375
1774,2375
1773,2375
1772,2375
1769,2375
1771,2375
1770,2375
1699,2469
1700,2443
1701,2443
1702,2443
1703,2162
1705,2389
1706,2182
1707,2182
1708,2182
1709,2182
1710,2215
1711,2215
1712,2215
1713,2215
1714,2145
1675,2357
1735,2218
1735,2217
1715,1826
1716,1826
1717,1826
1718,1826
1719,1826
1720,1826
1721,1835
1722,1835
1723,1835
1724,1835
1725,1835
1726,1835
1727,1772
1729,1749
1730,2217
1730,2218
1731,2212
1731,2213
1731,2214
1732,2198
1732,2199
1733,1924
1733,1925
1734,1746
1737,2388
1738,2388
1739,2388
1740,2370
1741,2370
1742,2370
1743,2370
1744,2179
1745,2189
1745,2190
1746,1756
1747,1960
1747,1961
1748,1960
1748,1961
1749,1960
1749,1961
1750,1960
1750,1961
1752,2373
1752,2374
1753,2373
1753,2374
1754,2373
1754,2374
1755,2373
1755,2374
1751,2516
1756,2516
1757,2165
1757,2166
1758,1940
1759,1940
1760,1856
1761,1856
1762,1856
1763,1856
1764,1856
1765,2219
1767,2451
1780,1931
1781,1931
1782,1931
1783,1931
1784,1931
1785,2397
1786,2373
1786,2374
1787,2373
1787,2374
1788,2478
1789,2040
1790,2358
1790,2357
1791,2169
1791,2170
1792,2200
1792,2201
1793,2200
1793,2201
1794,2182
1795,2215
1804,2198
1797,2211
1798,2394
1799,2211
1790,2514
1800,2373
1800,2374
1801,2162
1802,1749
1803,1744
1804,2199
1805,2151
2879,3065
2878,3065
1809,2158
1810,2186
1810,2187
1810,2188
1811,2186
1811,2187
1811,2188
1812,2516
1813,1899
1814,1899
1815,1899
1816,1899
1817,1899
1818,1899
1819,1852
1820,1852
1821,1852
1822,1852
1823,1852
1824,1852
1825,2179
1826,2189
1826,2190
1827,2219
1828,2145
1829,2219
1830,1831
1831,1831
1832,1831
1833,2375
1834,2151
1835,1757
1836,1757
1837,1756
1838,2193
1838,2194
1839,2379
1839,2380
1840,2379
1840,2380
1841,2379
1841,2380
1842,2379
1842,2380
1843,2397
1844,1843
1845,2203
1845,2204
1845,2205
1846,2203
1846,2204
1846,2205
2867,2762
2866,2762
2865,2762
1848,1717
1849,2223
1849,2224
1850,2223
1850,2224
1851,2223
1851,2224
1852,2223
1852,2224
1853,2223
1853,2224
1854,2223
1854,2224
1855,2223
1855,2224
1856,2223
1856,2224
2877,2891
1858,2373
1858,2374
1859,2358
1859,2357
1861,1931
1862,1931
1863,1931
1864,1931
1866,1931
1867,2345
1867,2346
1868,2345
1868,2346
1869,2345
1869,2346
1870,2345
1870,2346
1871,2345
1871,2346
1872,1843
1873,1813
1874,2230
1875,2193
1875,2194
1876,2211
1877,2217
1877,2218
1878,1841
1879,1841
1880,1841
1881,1841
1882,1841
1883,1841
1884,1841
1885,1841
1886,1841
1887,1841
1888,2169
1888,2170
1889,2215
1890,2182
1891,2162
1892,2478
1893,2375
1894,2145
1895,2198
2864,3100
2863,3041
2861,3029
1897,2394
1899,2480
1900,1750
1900,1751
1901,1750
1901,1751
1902,1750
1902,1751
1903,1750
1903,1751
1859,2514
1904,2373
1904,2374
1905,2203
1905,2204
1905,2205
1907,2048
1908,2048
1909,1821
1910,2212
1910,2213
1910,2214
1911,2212
1911,2213
1911,2214
1912,2212
1912,2213
1912,2214
1913,1744
1914,2383
1915,2383
1916,2383
1895,2199
1917,2370
1918,2370
1919,2370
1920,1746
1921,1746
1922,2217
1922,2218
1923,2217
1923,2218
1924,2450
1925,1749
1926,2169
1926,2170
1927,2381
1927,2382
1928,2381
1928,2382
1929,2381
1929,2382
2876,3092
1931,2516
1932,2179
1933,2200
1933,2201
1934,2151
1935,2189
1935,2190
1936,2145
1937,2219
1938,2219
1939,2370
1940,2379
1940,2380
1941,2379
1941,2380
1942,2397
1943,2397
1944,2379
1944,2380
